City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,sola,-13.8833,167.55,27.54,75,99,0.94,VU,1743884890
358,ponta delgada,37.7333,-25.6667,14.4,72,40,8.23,PT,1743884891
359,brisas de zicatela,15.8369,-97.0419,30.29,54,0,3.09,MX,1743884893
360,lidzbark warminski,54.1259,20.5795,0.61,61,13,8.85,PL,1743884894
361,nar'yan-mar,67.6713,53.087,-12.36,88,45,3.82,RU,1743884895
362,palopo,-2.9996,120.1921,24.11,94,100,0.66,ID,1743884896
363,barra de santo antonio,-9.4047,-35.5072,27.62,71,98,4.15,BR,1743884897
364,kone,-21.0595,164.8658,24.85,90,100,0.3,NC,1743884898
365,new kingman-butler,35.265,-114.0323,18.76,22,0,7.72,US,1743884900
366,poxoreo,-15.8372,-54.3892,28.73,66,20,1.84,BR,1743884830
367,trevelin,-43.0858,-71.4639,20.65,27,25,0.53,AR,1743884902
368,guilin,25.2819,110.2864,16.06,63,100,1.55,CN,1743884903
369,berezovyy,51.6667,135.7,-1.81,94,58,1.71,RU,1743884904
370,turinsk,58.0458,63.696,1.52,87,13,3.19,RU,1743884906
371,ambovombe,-25.1667,46.0833,23.53,84,97,4.38,MG,1743884907
372,chui,-33.6971,-53.4616,17.06,60,1,4.24,UY,1743884908
373,muroto-misakicho,33.2833,134.15,16.82,71,60,9.5,JP,1743884909
374,salacgriva,57.7536,24.3581,-1.82,62,0,6.64,LV,1743884911
375,johi,26.6921,67.6133,33.68,13,0,6.34,PK,1743884913
376,karachi,24.9056,67.0822,25.9,57,0,3.09,PK,1743884715
377,trairi,-3.2778,-39.2689,26.0,89,100,2.81,BR,1743884775
378,remire-montjoly,4.9167,-52.2667,30.02,70,20,4.63,GF,1743884917
379,puerto deseado,-47.7503,-65.8938,16.82,42,61,4.12,AR,1743884918
380,manismata,-2.4667,111.0333,23.52,98,98,0.73,ID,1743884919
381,island harbour,50.724,-1.2758,10.97,38,3,4.02,GB,1743884921
382,moyynkum,44.2914,72.9469,11.58,65,4,2.37,KZ,1743884922
383,houlton,46.1262,-67.8403,6.23,42,100,2.57,US,1743884923
384,kourou,5.1552,-52.6478,27.33,77,69,3.66,GF,1743884722
385,al wajh,26.2455,36.4525,22.97,40,0,2.06,SA,1743884926
386,beipiao,41.7919,120.7792,5.01,31,0,1.46,CN,1743884927
387,dudinka,69.4058,86.1778,-24.69,100,79,2.58,RU,1743884872
388,rantauprapat,2.1,99.8333,23.07,98,100,0.3,ID,1743884929
389,ust'-barguzin,53.45,108.9833,0.48,95,100,2.03,RU,1743884643
390,barhi,23.9,80.8,26.13,17,0,1.76,IN,1743884932
391,ad darb,17.7229,42.2526,29.64,46,95,2.82,SA,1743884933
392,winnemucca,40.973,-117.7357,13.03,28,0,1.54,US,1743884934
393,alice town,25.7167,-79.3,27.08,72,0,8.5,BS,1743884935
394,sechura,-5.5569,-80.8222,29.54,55,67,4.3,PE,1743884936
395,huarmey,-10.0681,-78.1522,23.86,74,62,5.29,PE,1743884938
396,qarqaraly,49.4058,75.4742,1.54,76,14,3.46,KZ,1743884939
397,palmer,42.1584,-72.3287,5.75,75,100,4.12,US,1743884780
398,nguigmi,14.2495,13.1092,29.93,10,100,5.27,NE,1743884941
399,gaogou,34.0175,119.1886,6.91,75,0,2.74,CN,1743884942
400,kondopoga,62.2057,34.2614,-4.55,76,59,1.4,RU,1743884943
401,novobod,39.0108,70.1508,7.74,93,100,2.64,TJ,1743884945
402,newman,37.3138,-121.0208,23.36,43,99,1.34,US,1743884946
403,hanceville,34.0607,-86.7675,30.65,55,14,7.11,US,1743884947
404,coquimbo,-29.9533,-71.3436,18.85,72,20,5.66,CL,1743884882
405,hultsfred,57.4882,15.8436,-0.72,55,3,2.23,SE,1743884949
406,visby,57.6409,18.296,0.12,59,20,9.26,SE,1743884758
407,vimmerby,57.6659,15.8552,-0.64,52,5,2.26,SE,1743884952
408,antonio enes,-16.2325,39.9086,25.51,84,64,1.5,MZ,1743884954
409,sisimiut,66.9395,-53.6735,-9.57,82,99,4.34,GL,1743884955
410,phan thiet,10.9333,108.1,24.13,90,40,2.56,VN,1743884956
411,nsanje,-16.92,35.262,21.69,87,5,0.82,MW,1743884958
412,narragansett,41.4501,-71.4495,6.25,79,100,7.72,US,1743884959
413,lorengau,-2.0226,147.2712,27.19,78,90,2.93,PG,1743884960
414,nea kallikrateia,40.3167,23.0667,14.18,74,6,3.8,GR,1743884961
415,shihezi,44.3,86.0333,13.11,52,99,1.55,CN,1743884962
416,al bawiti,28.3492,28.8659,22.61,16,1,1.26,EG,1743884964
417,vennesla,58.2694,7.9741,3.49,71,0,3.09,NO,1743884965
418,urambo,-5.0667,32.05,19.02,93,90,1.98,TZ,1743884966
419,at taj,24.2049,23.2857,24.35,10,0,5.54,LY,1743884967
420,si satchanalai,17.5169,99.7598,27.13,70,100,1.68,TH,1743884968
421,borogontsy,62.6683,131.1683,-9.21,91,100,4.59,RU,1743884969
422,mazagao,-0.115,-51.2894,24.01,97,100,1.62,BR,1743884973
423,ferkessedougou,9.6,-5.2,34.03,29,94,3.19,CI,1743884975
424,usogorsk,63.4106,48.6872,-8.37,93,100,2.16,RU,1743884976
425,lovisa,60.4566,26.2251,-4.28,47,45,3.37,FI,1743884977
426,concepcion del oro,24.6333,-101.4167,21.41,14,0,12.29,MX,1743884978
427,namibe,-15.1961,12.1522,22.36,82,100,3.26,AO,1743884980
428,dunedin,-45.8742,170.5036,12.05,93,100,2.29,NZ,1743884981
429,yarmouth,41.7057,-70.2286,5.03,89,100,3.6,US,1743884982
430,boromo,11.75,-2.9333,36.1,13,100,1.77,BF,1743884983
431,bonthe,7.5264,-12.505,26.27,80,100,5.1,SL,1743884984
432,auki,-8.7676,160.7034,25.19,87,83,1.02,SB,1743884986
433,happy valley-goose bay,53.3168,-60.3315,3.17,35,75,1.54,CA,1743884987
434,fortuna,40.5982,-124.1573,19.51,59,20,2.24,US,1743884989
435,mont-tremblant,46.1949,-74.6264,2.55,96,100,6.1,CA,1743884520
436,loa janan,-0.583,117.095,22.53,98,97,0.09,ID,1743884992
437,lucas,41.6501,-83.6666,8.86,90,100,4.63,US,1743884994
438,tahe,52.3333,124.7333,-3.52,93,60,1.37,CN,1743884995
439,chibougamau,49.9168,-74.3659,-0.21,93,100,5.66,CA,1743884997
440,hammerfest,70.6634,23.6821,-1.75,86,100,1.54,NO,1743884998
441,kalmunai,7.4167,81.8167,25.79,85,100,1.29,LK,1743884999
442,chifeng,42.2683,118.9636,2.55,28,0,1.2,CN,1743885000
443,baardheere,2.3446,42.2764,27.76,62,74,5.36,SO,1743885002
444,simanggang,1.2472,111.4528,23.99,100,100,1.03,MY,1743885003
445,narasannapeta,18.4167,84.05,26.13,82,86,2.38,IN,1743885004
446,san juan de betulia,9.2735,-75.241,33.89,44,83,2.43,CO,1743885006
447,silver springs shores,29.1044,-82.0206,33.29,49,22,4.34,US,1743885007
448,al jawf,29.5,38.75,19.46,20,0,0.9,SA,1743885008
449,'alaqahdari dishu,30.4374,63.313,27.43,19,4,1.34,AF,1743885009
450,mont-laurier,46.5501,-75.4993,5.43,97,100,2.74,CA,1743885010
451,palangkaraya,-2.2,113.8333,23.61,98,100,0.64,ID,1743885012
452,sitka,57.0531,-135.33,10.94,58,100,9.26,US,1743885013
453,bodo,67.28,14.405,5.02,96,75,7.72,NO,1743885014
454,al qusayr,34.5091,36.5798,11.08,74,93,0.93,SY,1743885015
455,tazacorte,28.629,-17.9293,19.54,91,20,5.66,ES,1743885017
456,nuuk,64.1835,-51.7216,-7.66,67,75,7.2,GL,1743885018
457,vila velha,-20.3297,-40.2925,26.97,90,75,6.17,BR,1743884592
458,colares,38.7992,-9.4469,16.29,84,40,4.12,PT,1743885021
459,alofi,-19.0595,-169.9187,26.94,78,100,5.14,NU,1743885023
460,mersa matruh,31.3525,27.2453,17.06,74,8,4.7,EG,1743885025
461,lewistown,40.5992,-77.5714,13.45,89,100,0.89,US,1743885026
462,fray luis beltran,-39.3167,-65.7667,22.16,33,96,9.57,AR,1743885027
463,anzio,41.4853,12.6179,14.14,79,0,1.83,IT,1743885028
464,sumbawanga,-7.9667,31.6167,14.86,97,100,1.31,TZ,1743885029
465,tokoroa,-38.2333,175.8667,14.59,80,17,0.39,NZ,1743885030
466,vilyuchinsk,52.9306,158.4028,0.15,93,100,2.71,RU,1743885032
467,bengkulu,-3.8004,102.2655,24.79,89,99,1.51,ID,1743885033
468,gagarin,55.5529,34.9954,-0.29,56,100,9.35,RU,1743885034
469,odessa,46.4775,30.7326,8.77,82,100,5.68,UA,1743885035
470,salalah,17.0151,54.0924,25.05,78,0,0.51,OM,1743885036
471,formosa do rio preto,-11.0483,-45.1931,24.08,75,100,3.79,BR,1743885038
472,nandu,22.8525,110.8233,20.47,82,100,1.13,CN,1743885039
473,tulun,54.5611,100.5792,1.91,60,91,5.01,RU,1743885040
474,sao joao dos patos,-6.495,-43.7022,30.79,49,88,2.26,BR,1743884988
475,baganga,7.5739,126.56,24.71,91,100,2.11,PH,1743885042
476,nanning,22.8167,108.3167,20.25,67,100,1.16,CN,1743885044
477,gaurnadi,22.9667,90.2333,24.82,83,0,2.95,BD,1743885045
478,wynyard,-41.0,145.7167,12.33,84,100,1.79,AU,1743885046
479,olyokminsk,60.3736,120.4264,-2.7,89,100,1.98,RU,1743885047
480,mudgee,-32.5943,149.5871,10.29,81,0,0.7,AU,1743885048
481,prince rupert,54.3161,-130.3201,12.05,61,100,13.89,CA,1743885050
482,teruel,40.6667,-0.6667,9.18,71,100,3.14,ES,1743885051
483,lusambo,-4.9667,23.45,21.49,98,95,0.8,CD,1743885052
484,abatskoye,56.2875,70.4555,2.84,92,72,2.83,RU,1743885054
485,laredo,27.5064,-99.5075,27.16,39,0,8.75,US,1743884810
486,khandyga,62.6667,135.6,-18.47,99,100,1.46,RU,1743885057
487,espumoso,-28.7247,-52.8497,19.62,57,0,4.29,BR,1743885058
488,bernal,-5.45,-80.75,31.81,46,90,5.35,PE,1743885059
489,bluefield,37.2698,-81.2223,27.79,42,40,3.6,US,1743885060
490,beyneu,45.3167,55.2,17.25,56,100,6.3,KZ,1743885062
491,canutama,-6.5339,-64.3831,26.85,91,69,1.32,BR,1743885063
492,lunglei,22.8833,92.7333,18.27,85,11,1.36,IN,1743885064
493,kamyshevatskaya,46.4132,37.9563,9.25,91,100,7.29,RU,1743885066
494,antalaha,-14.9003,50.2788,23.86,89,5,3.04,MG,1743885067
495,greymouth,-42.4667,171.2,13.07,82,100,2.38,NZ,1743885068
496,kirensk,57.7853,108.1119,-1.36,90,96,6.59,RU,1743885069
497,pisco,-13.7,-76.2167,25.03,65,0,7.72,PE,1743885070
498,weno,7.4515,151.8468,27.06,82,100,8.04,FM,1743885072
499,kerikeri,-35.2268,173.9474,13.28,94,0,1.44,NZ,1743885073
500,kavieng,-2.5744,150.7967,27.87,74,98,2.91,PG,1743885074
501,esmeraldas,-19.7625,-44.3139,22.6,88,100,2.55,BR,1743885076
502,isabela,6.7085,121.9711,25.94,84,93,1.75,PH,1743885079
503,sweetwater,25.7634,-80.3731,30.01,66,75,7.72,US,1743884489
504,yadrin,55.9405,46.2062,3.04,77,100,3.69,RU,1743885081
505,puerto san jose,13.9256,-90.8244,34.4,58,21,5.79,GT,1743885082
506,east london,-33.0153,27.9116,20.64,81,100,5.44,ZA,1743885084
507,dalandzadgad,43.5708,104.425,8.3,17,53,2.96,MN,1743885086
508,hohhot,40.8106,111.6522,-1.84,54,0,3.0,CN,1743884996
509,mount pearl,47.5166,-52.7813,0.18,80,75,10.29,CA,1743885089
510,zaragoza,41.6561,-0.8773,16.56,59,0,4.12,ES,1743885079
511,kolonia town,6.964,158.206,27.0,89,100,2.68,FM,1743885093
512,ayutla de los libres,16.9,-99.2167,33.76,29,4,5.19,MX,1743885094
513,saldanha,-33.0117,17.9442,22.31,54,41,4.84,ZA,1743885096
514,qaqortoq,60.7167,-46.0333,-2.8,87,100,1.88,GL,1743884942
515,benguela,-12.5763,13.4055,24.92,82,100,1.54,AO,1743885098
516,hami,42.8,93.45,14.45,18,100,4.09,CN,1743885099
517,newquay,50.4132,-5.0819,15.42,41,0,8.23,GB,1743884963
518,iwye,53.9299,25.7727,-0.01,75,100,9.48,BY,1743885103
519,shimanovsk,52.0,127.7,-3.85,96,83,1.41,RU,1743885104
520,zyryanovsk,49.7386,84.2719,-0.29,91,92,0.43,KZ,1743885106
521,ankazoabo,-22.2833,44.5167,21.66,85,100,0.22,MG,1743885107
522,kamogawa,35.1,140.1,12.22,82,71,2.58,JP,1743885109
523,sao felix do xingu,-6.6447,-51.995,24.4,94,95,0.57,BR,1743885110
524,noumea,-22.2763,166.4572,27.22,99,73,1.03,NC,1743885111
525,puerto cabezas,14.0351,-83.3888,29.98,70,20,4.12,NI,1743885112
526,bandon,51.7469,-8.7425,12.77,77,8,7.73,IE,1743885113
527,juan griego,11.0817,-63.9655,26.83,70,86,5.87,VE,1743885114
528,buka,40.8108,69.1986,17.57,70,100,0.44,UZ,1743885116
529,sittwe,20.15,92.9,26.4,86,99,2.48,MM,1743885117
530,chul'man,56.8479,124.9104,-15.15,98,70,1.59,RU,1743885119
531,portage la prairie,49.9728,-98.2926,4.38,35,100,6.53,CA,1743884964
532,chegdomyn,51.1167,133.0167,-3.24,98,100,1.25,RU,1743885121
533,orenburg,51.7727,55.0988,8.01,62,84,4.11,RU,1743884948
534,atafu village,-8.5421,-172.5159,28.15,71,84,1.81,TK,1743885124
535,barcelos,41.5388,-8.6151,11.14,83,96,1.69,PT,1743885125
536,lagoa,39.05,-27.9833,13.45,73,100,7.68,PT,1743885126
537,long beach,33.767,-118.1892,25.14,27,0,4.47,US,1743885127
538,rudsar,37.1376,50.288,17.78,70,70,3.35,IR,1743885131
539,matthew town,20.95,-73.6667,27.23,66,54,9.54,BS,1743885132
540,westport,41.1415,-73.3579,7.93,84,100,7.2,US,1743885133
541,taroa,8.7058,171.2275,27.28,80,92,8.12,MH,1743885134
542,el grao,39.798,-0.1321,17.71,67,54,2.46,ES,1743885137
543,beja,36.7256,9.1817,11.14,90,19,1.85,TN,1743885138
544,klyavlino,54.2649,52.0267,4.56,87,100,1.53,RU,1743885139
545,bahia de kino,28.8333,-111.9333,21.07,41,3,6.89,MX,1743885140
546,jiuquan,39.7432,98.5174,8.46,19,46,2.31,CN,1743885142
547,san salvador,13.6894,-89.1872,29.93,78,20,5.66,SV,1743885112
548,princeville,45.7668,-61.2985,1.95,77,100,3.6,CA,1743885144
549,kanggye,40.9695,126.5852,3.43,94,99,0.67,KP,1743885145
550,san luis de la loma,17.2706,-100.8939,29.57,57,6,5.07,MX,1743885147
551,brebu manastirei,45.1833,25.7667,7.51,82,69,1.41,RO,1743885148
552,altay,47.8667,88.1167,0.46,56,54,3.75,CN,1743885149
553,phan rang-thap cham,11.5667,108.9833,23.47,90,96,1.92,VN,1743885150
554,reggane,26.7158,0.1714,27.19,12,100,3.61,DZ,1743885151
555,isla mujeres,21.2311,-86.731,31.72,73,1,7.94,MX,1743885153
556,antofagasta,-23.65,-70.4,19.6,80,6,3.93,CL,1743884764
557,beledweyne,4.7358,45.2036,28.09,55,21,8.37,SO,1743885155
558,vacaria,-28.5122,-50.9339,15.88,62,0,4.57,BR,1743885156
559,saacow,1.6279,42.4407,27.0,66,79,4.73,SO,1743885157
560,jabor,5.921,169.6434,27.38,83,99,8.69,MH,1743885158
561,goz beida,13.95,20.55,28.66,10,0,5.41,TD,1743885160
562,petrove,48.3247,33.2562,9.64,91,65,7.24,UA,1743885161
563,chiredzi,-21.05,31.6667,21.42,73,62,2.0,ZW,1743885162
564,aral,40.5156,81.2636,16.64,18,100,4.1,CN,1743885163
565,easton,40.6884,-75.2207,10.14,73,100,3.6,US,1743885165
566,lata,40.1629,-8.3327,10.09,91,100,1.3,PT,1743885166
567,preobrazheniye,42.9019,133.9064,3.5,99,100,4.57,RU,1743885167
568,batticaloa,7.7102,81.6924,26.07,83,95,1.12,LK,1743885169
569,shibata,37.95,139.3333,7.93,81,94,1.03,JP,1743885170
570,quthing,-30.4,27.7003,13.78,78,35,2.75,LS,1743885172
571,toamasina,-18.1667,49.3833,24.0,94,40,1.03,MG,1743885174
572,saudarkrokur,65.7461,-19.6394,6.0,93,100,6.53,IS,1743885175
573,yangambi,0.8102,24.4336,21.85,99,100,0.83,CD,1743885176
574,roberval,48.5168,-72.2324,2.35,64,100,3.09,CA,1743884986
575,linxia chengguanzhen,35.6003,103.2064,6.47,21,100,0.98,CN,1743885178
576,fort st. john,56.2499,-120.8529,16.94,22,40,7.2,CA,1743885179
577,cidreira,-30.1811,-50.2056,21.54,54,0,4.73,BR,1743885181
